cnpj;dt_abertura;matriz.empresaMatriz;cd_cnae_principal;de_cnae_principal;de_ramo_atividade;de_setor;endereco_cep;endereco_municipio;endereco_uf;endereco_regiao;endereco_mesorregiao;situacao_cadastral
10193622000137;2008-05-15;true;1822999;SERVICOS DE ACABAMENTOS GRAFICOS EXCETO ENCADERNACAO E PLASTIFICACAO;PAPEL E CELULOSE;INDUSTRIA;35230000;RESPLENDOR;MG;SUDESTE;VALE DO RIO DOCE;ATIVA
35206632000190;2019-10-16;true;1412601;CONFECCAO DE PECAS DE VESTUARIO EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA;BENS DE CONSUMO;INDUSTRIA;09260430;SANTO ANDRE;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
37451086000189;2020-06-18;true;9511800;REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;87507560;UMUARAMA;PR;SUL;NOROESTE PARANAENSE;ATIVA
36976805000112;2020-04-22;true;9602502;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;SERVICOS DIVERSOS;SERVICOS;79092265;CAMPO GRANDE;MS;CENTRO-OESTE;CENTRO NORTE DE MATO GROSSO DO SUL;ATIVA
28572568000104;1984-12-17;true;6499901;CLUBES DE INVESTIMENTO;BENS DE CAPITAL;SERVICOS;29010902;VITORIA;ES;SUDESTE;CENTRAL ESPIRITO SANTENSE;ATIVA
22254220000184;2015-04-14;true;4771701;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS SEM MANIPULACAO DE FORMULAS;VAREJO;COMERCIO;76400000;URUACU;GO;CENTRO-OESTE;NORTE GOIANO;ATIVA
03988304000105;2000-08-11;true;8112500;CONDOMINIOS PREDIAIS;SERVICOS ADMINISTRATIVOS;SERVICOS;51011000;RECIFE;PE;NORDESTE;METROPOLITANA DE RECIFE;ATIVA
11467851000165;1993-12-15;true;8660700;ATIVIDADES DE APOIO A GESTAO DE SAUDE;SERVICOS DE SAUDE;SERVICOS;77580000;SILVANOPOLIS;TO;NORTE;ORIENTAL DO TOCANTINS;ATIVA
00170764000125;1994-08-29;true;9430800;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;SERVICOS DIVERSOS;SERVICOS;88015510;FLORIANOPOLIS;SC;SUL;GRANDE FLORIANOPOLIS;ATIVA
30850186000139;2018-07-04;true;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;80230080;CURITIBA;PR;SUL;METROPOLITANA DE CURITIBA;ATIVA
07491677000119;2005-03-22;true;9430800;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;SERVICOS DIVERSOS;SERVICOS;44230000;AMELIA RODRIGUES;BA;NORDESTE;METROPOLITANA DE SALVADOR;ATIVA
35359349000107;2019-10-30;true;9602501;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;13054108;CAMPINAS;SP;SUDESTE;CAMPINAS;ATIVA
30582959000143;2018-05-29;true;8230001;SERVICOS DE ORGANIZACAO DE FEIRAS CONGRESSOS EXPOSICOES E FESTAS;SERVICOS ADMINISTRATIVOS;SERVICOS;04856383;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
04339819000139;2001-03-07;true;8299706;CASAS LOTERICAS;SERVICOS ADMINISTRATIVOS;SERVICOS;65138970;RAPOSA;MA;NORDESTE;NORTE MARANHENSE;ATIVA
28574181000189;2017-09-04;true;4399103;OBRAS DE ALVENARIA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;11713060;PRAIA GRANDE;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
31603602000167;2018-09-25;true;4929902;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS SOB REGIME DE FRETAMENTO INTERMUNICIPAL INTERESTADUAL E INTERNACIONAL;TRANSPORTE;SERVICOS;79780000;BATAGUASSU;MS;CENTRO-OESTE;LESTE DE MATO GROSSO DO SUL;ATIVA
24541587000104;2016-04-07;true;5611204;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS SEM ENTRETENIMENTO;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;28200000;SAO JOAO DA BARRA;RJ;SUDESTE;NORTE FLUMINENSE;ATIVA
17796544000104;2013-03-21;true;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;26520533;NILOPOLIS;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;ATIVA
32106891000151;2018-11-26;true;4924800;TRANSPORTE ESCOLAR;TRANSPORTE;SERVICOS;13101229;CAMPINAS;SP;SUDESTE;CAMPINAS;ATIVA
37877063000130;2020-07-28;true;1749400;FABRICACAO DE PRODUTOS DE PASTAS CELULOSICAS PAPEL CARTOLINA PAPEL CARTAO E PAPELAO ONDULADO NAO ESPECIFICADOS ANTERIORMENTE;PAPEL E CELULOSE;INDUSTRIA;64001150;TERESINA;PI;NORDESTE;CENTRO NORTE PIAUIENSE;ATIVA
36165503000164;2020-01-28;true;1411802;FACCAO DE ROUPAS INTIMAS;BENS DE CONSUMO;INDUSTRIA;36855000;EUGENOPOLIS;MG;SUDESTE;ZONA DA MATA;ATIVA
08900365000184;2007-06-20;true;4744099;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;VAREJO;COMERCIO;74943010;APARECIDA DE GOIANIA;GO;CENTRO-OESTE;CENTRO GOIANO;ATIVA
13370690000112;2011-03-04;true;4330404;SERVICOS DE PINTURA DE EDIFICIOS EM GERAL;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;81490408;CURITIBA;PR;SUL;METROPOLITANA DE CURITIBA;ATIVA
45852391000100;2022-03-30;true;4330404;SERVICOS DE PINTURA DE EDIFICIOS EM GERAL;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;08540010;FERRAZ DE VASCONCELOS;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
82690819000192;1990-09-28;true;4744001;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS;VAREJO;COMERCIO;89121000;RIO DOS CEDROS;SC;SUL;VALE DO ITAJAI;ATIVA
33535727000122;2019-05-06;true;5229099;OUTRAS ATIVIDADES AUXILIARES DOS TRANSPORTES TERRESTRES NAO ESPECIFICADAS ANTERIORMENTE;TRANSPORTE;SERVICOS;11082000;SANTOS;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
45837540000162;2022-03-30;true;5212500;CARGA E DESCARGA;TRANSPORTE;SERVICOS;81650060;CURITIBA;PR;SUL;METROPOLITANA DE CURITIBA;ATIVA
52786100000199;1983-08-09;true;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;03012010;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
22494414000157;2015-01-23;true;8112500;CONDOMINIOS PREDIAIS;SERVICOS ADMINISTRATIVOS;SERVICOS;13284501;VINHEDO;SP;SUDESTE;CAMPINAS;ATIVA
28800604000131;2017-10-05;true;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;19703238;PARAGUACU PAULISTA;SP;SUDESTE;ASSIS;ATIVA
43697315000142;2021-09-29;true;6810201;COMPRA E VENDA DE IMOVEIS PROPRIOS DISPENSADA;SERVICOS ADMINISTRATIVOS;SERVICOS;13720000;SAO JOSE DO RIO PARDO;SP;SUDESTE;CAMPINAS;ATIVA
46341502000187;2022-05-10;true;1412602;CONFECCAO SOB MEDIDA DE PECAS DO VESTUARIO EXCETO ROUPAS INTIMAS;BENS DE CONSUMO;INDUSTRIA;72862410;NOVO GAMA;GO;CENTRO-OESTE;LESTE GOIANO;ATIVA
36011209000106;2020-01-15;true;4330404;SERVICOS DE PINTURA DE EDIFICIOS EM GERAL;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;37208282;LAVRAS;MG;SUDESTE;CAMPO DAS VERTENTES;ATIVA
22615895000101;2015-06-10;true;4930201;TRANSPORTE RODOVIARIO DE CARGA EXCETO PRODUTOS PERIGOSOS E MUDANCAS MUNICIPAL;TRANSPORTE;SERVICOS;74922230;APARECIDA DE GOIANIA;GO;CENTRO-OESTE;CENTRO GOIANO;ATIVA
30621285000149;2018-06-05;true;4784900;COMERCIO VAREJISTA DE GAS LIQUEFEITO DE PETROLEO GLP;VAREJO;COMERCIO;39785000;SAO JOSE DA SAFIRA;MG;SUDESTE;VALE DO RIO DOCE;ATIVA
47808999000163;2022-09-01;true;9602501;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;13423100;PIRACICABA;SP;SUDESTE;PIRACICABA;ATIVA
45941727000101;2022-04-07;true;8610101;ATIVIDADES DE ATENDIMENTO HOSPITALAR EXCETO PRONTO SOCORRO E UNIDADES PARA ATENDIMENTO A URGENCIAS;SERVICOS DE SAUDE;SERVICOS;76303970;CERES;GO;CENTRO-OESTE;CENTRO GOIANO;ATIVA
18335499000153;2013-06-20;true;6920601;ATIVIDADES DE CONTABILIDADE;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;01529000;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
13902569000194;2011-06-01;true;4763603;COMERCIO VAREJISTA DE BICICLETAS E TRICICLOS PECAS E ACESSORIOS;VAREJO;COMERCIO;80740000;CURITIBA;PR;SUL;METROPOLITANA DE CURITIBA;ATIVA
30586003000110;2018-05-30;true;4759899;COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE;VAREJO;COMERCIO;37650000;CAMANDUCAIA;MG;SUDESTE;SUL SUDOESTE DE MINAS;ATIVA
67945071199201;2021-03-15;false;5620101;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA EMPRESAS;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;99700054;ERECHIM;RS;SUL;NOROESTE RIO GRANDENSE;ATIVA
13263889000222;2011-08-23;false;4744001;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS;VAREJO;COMERCIO;38400454;UBERLANDIA;MG;SUDESTE;TRIANGULO MINEIRO ALTO PARANAIBA;ATIVA
43865193000156;2021-10-13;true;8219999;PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE;SERVICOS ADMINISTRATIVOS;SERVICOS;09370620;MAUA;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
04034190000119;2000-07-07;true;7020400;ATIVIDADES DE CONSULTORIA EM GESTAO EMPRESARIAL EXCETO CONSULTORIA TECNICA ESPECIFICA;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;01047000;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
38254464000105;2020-08-27;true;3329501;SERVICOS DE MONTAGEM DE MOVEIS DE QUALQUER MATERIAL;SERVICOS DIVERSOS;SERVICOS;58412100;CAMPINA GRANDE;PB;NORDESTE;AGRESTE PARAIBANO;ATIVA
46246436000166;2022-05-03;true;4530704;COMERCIO A VAREJO DE PECAS E ACESSORIOS USADOS PARA VEICULOS AUTOMOTORES;VAREJO;COMERCIO;08410540;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
29854968000167;2018-03-06;true;4729602;COMERCIO VAREJISTA DE MERCADORIAS EM LOJAS DE CONVENIENCIA;VAREJO;COMERCIO;86165000;FLORESTOPOLIS;PR;SUL;NORTE CENTRAL PARANAENSE;ATIVA
43889485000129;2021-10-15;true;9602501;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;24800037;ITABORAI;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;ATIVA
59815308000138;1989-01-09;true;4713004;LOJAS DE DEPARTAMENTOS OU MAGAZINES EXCETO LOJAS FRANCAS DUTY FREE;VAREJO;COMERCIO;19360000;SANTO ANASTACIO;SP;SUDESTE;PRESIDENTE PRUDENTE;ATIVA
23305779000159;2015-09-18;true;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;95706178;BENTO GONCALVES;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA
03218281000141;1999-06-11;true;9430800;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;SERVICOS DIVERSOS;SERVICOS;29943600;SAO MATEUS;ES;SUDESTE;LITORAL NORTE ESPIRITO SANTENSE;ATIVA
22340813000163;2015-04-28;true;4618401;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MEDICAMENTOS COSMETICOS E PRODUTOS DE PERFUMARIA;ATACADO;COMERCIO;85301170;LARANJEIRAS DO SUL;PR;SUL;CENTRO SUL PARANAENSE;ATIVA
14856154000194;2012-01-09;true;4520001;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES;VAREJO;COMERCIO;45938000;MUCURI;BA;NORDESTE;SUL BAIANO;ATIVA
30933807000148;2018-07-16;true;5211701;ARMAZENS GERAIS EMISSAO DE WARRANT;TRANSPORTE;SERVICOS;37410001;TRES CORACOES;MG;SUDESTE;SUL SUDOESTE DE MINAS;ATIVA
20389548000182;2014-06-05;true;4520003;SERVICOS DE MANUTENCAO E REPARACAO ELETRICA DE VEICULOS AUTOMOTORES;VAREJO;COMERCIO;68513899;MARABA;PA;NORTE;SUDESTE PARAENSE;ATIVA
14360529000120;2011-09-27;true;4722902;PEIXARIA;VAREJO;COMERCIO;64018285;TERESINA;PI;NORDESTE;CENTRO NORTE PIAUIENSE;ATIVA
33689087000105;2019-05-22;true;9602502;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;SERVICOS DIVERSOS;SERVICOS;31910180;BELO HORIZONTE;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;ATIVA
37151984000111;2020-05-15;true;8599604;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;SERVICOS DE EDUCACAO;SERVICOS;50070495;RECIFE;PE;NORDESTE;METROPOLITANA DE RECIFE;ATIVA
36017732000212;2022-03-31;false;0151201;CRIACAO DE BOVINOS PARA CORTE;PRODUTOS DE AGROPECUARIA;AGROPECUARIA;15720000;PALMEIRA D OESTE;SP;SUDESTE;SAO JOSE DO RIO PRETO;ATIVA
28534793000148;2017-08-30;true;4744002;COMERCIO VAREJISTA DE MADEIRA E ARTEFATOS;VAREJO;COMERCIO;64170000;JOAQUIM PIRES;PI;NORDESTE;NORTE PIAUIENSE;ATIVA
46146209000169;2022-04-26;true;9700500;SERVICOS DOMESTICOS;SERVICOS DIVERSOS;SERVICOS;04941175;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
80114051000183;1987-07-29;true;4759801;COMERCIO VAREJISTA DE ARTIGOS DE TAPECARIA CORTINAS E PERSIANAS;VAREJO;COMERCIO;88600000;SAO JOAQUIM;SC;SUL;SERRANA;ATIVA
37309116000117;2020-06-03;true;6204000;CONSULTORIA EM TECNOLOGIA DA INFORMACAO;INDUSTRIA DIGITAL;SERVICOS;04543011;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
36096943000107;2020-01-22;true;4785799;COMERCIO VAREJISTA DE OUTROS ARTIGOS USADOS;VAREJO;COMERCIO;74360510;GOIANIA;GO;CENTRO-OESTE;CENTRO GOIANO;ATIVA
29509372000120;2018-01-23;true;7319002;PROMOCAO DE VENDAS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;39265000;VARZEA DA PALMA;MG;SUDESTE;NORTE DE MINAS;ATIVA
38325667000137;2020-09-02;true;4729699;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;VAREJO;COMERCIO;44008440;FEIRA DE SANTANA;BA;NORDESTE;CENTRO NORTE BAIANO;ATIVA
47875763000140;2022-09-08;true;4763603;COMERCIO VAREJISTA DE BICICLETAS E TRICICLOS PECAS E ACESSORIOS;VAREJO;COMERCIO;89066360;BLUMENAU;SC;SUL;VALE DO ITAJAI;ATIVA
42199770000155;2021-06-04;true;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS MINIMERCADOS MERCEARIAS E ARMAZENS;VAREJO;COMERCIO;48360000;ACAJUTIBA;BA;NORDESTE;NORDESTE BAIANO;ATIVA
39977628000187;2020-12-01;true;4774100;COMERCIO VAREJISTA DE ARTIGOS DE OPTICA;VAREJO;COMERCIO;24440440;SAO GONCALO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;ATIVA
36093212000108;2020-01-22;true;8130300;ATIVIDADES PAISAGISTICAS;SERVICOS ADMINISTRATIVOS;SERVICOS;18609671;BOTUCATU;SP;SUDESTE;BAURU;ATIVA
34198053000180;2019-07-12;true;8630503;ATIVIDADE MEDICA AMBULATORIAL RESTRITA A CONSULTAS;SERVICOS DE SAUDE;SERVICOS;05001200;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
11467903000101;2010-01-17;true;0151201;CRIACAO DE BOVINOS PARA CORTE;PRODUTOS DE AGROPECUARIA;AGROPECUARIA;13730970;MOCOCA;SP;SUDESTE;CAMPINAS;ATIVA
30120678000179;2018-04-05;true;8630503;ATIVIDADE MEDICA AMBULATORIAL RESTRITA A CONSULTAS;SERVICOS DE SAUDE;SERVICOS;77803120;ARAGUAINA;TO;NORTE;OCIDENTAL DO TOCANTINS;ATIVA
29191480000105;2017-12-01;true;5611201;RESTAURANTES E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;88301600;ITAJAI;SC;SUL;VALE DO ITAJAI;ATIVA
24615861000142;2016-04-18;true;4723700;COMERCIO VAREJISTA DE BEBIDAS;VAREJO;COMERCIO;53160800;OLINDA;PE;NORDESTE;METROPOLITANA DE RECIFE;ATIVA
23729595000116;2015-11-25;true;4752100;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICACAO;VAREJO;COMERCIO;88960000;SOMBRIO;SC;SUL;SUL CATARINENSE;ATIVA
47302714000118;2022-07-26;true;5620104;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;02017030;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
40829895000196;2021-02-12;true;5912099;ATIVIDADES DE POS PRODUCAO CINEMATOGRAFICA DE VIDEOS E DE PROGRAMAS DE TELEVISAO NAO ESPECIFICADAS ANTERIORMENTE;TELECOM;SERVICOS;09852102;SAO BERNARDO DO CAMPO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
29448070000199;2018-01-16;true;8599699;OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE;SERVICOS DE EDUCACAO;SERVICOS;01331010;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
46465631000187;2022-05-19;true;8599604;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;SERVICOS DE EDUCACAO;SERVICOS;13044493;CAMPINAS;SP;SUDESTE;CAMPINAS;ATIVA
11812392000100;2010-04-01;true;4744001;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS;VAREJO;COMERCIO;94480500;VIAMAO;RS;SUL;METROPOLITANA DE PORTO ALEGRE;ATIVA
32662078000168;2019-02-05;true;4330404;SERVICOS DE PINTURA DE EDIFICIOS EM GERAL;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;14315720;BATATAIS;SP;SUDESTE;RIBEIRAO PRETO;ATIVA
34433288000100;2019-08-05;true;8599699;OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE;SERVICOS DE EDUCACAO;SERVICOS;05435001;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
35008199000189;2019-09-27;true;5320202;SERVICOS DE ENTREGA RAPIDA;TRANSPORTE;SERVICOS;13290000;LOUVEIRA;SP;SUDESTE;MACRO METROPOLITANA PAULISTA;ATIVA
36331542000194;2020-02-11;true;4754701;COMERCIO VAREJISTA DE MOVEIS;VAREJO;COMERCIO;48906764;JUAZEIRO;BA;NORDESTE;VALE SAO FRANCISCANO DA BAHIA;ATIVA
06275678000163;1974-05-09;true;9609299;OUTRAS ATIVIDADES DE SERVICOS PESSOAIS NAO ESPECIFICADAS ANTERIORMENTE;SERVICOS DIVERSOS;SERVICOS;68400000;CAMETA;PA;NORTE;NORDESTE PARAENSE;ATIVA
28763819000553;2017-12-29;false;4669999;COMERCIO ATACADISTA DE OUTRAS MAQUINAS E EQUIPAMENTOS NAO ESPECIFICADOS ANTERIORMENTE PARTES E PECAS;ATACADO;COMERCIO;38780000;VAZANTE;MG;SUDESTE;NOROESTE DE MINAS;ATIVA
10586012000101;2009-01-20;true;8630503;ATIVIDADE MEDICA AMBULATORIAL RESTRITA A CONSULTAS;SERVICOS DE SAUDE;SERVICOS;49025740;ARACAJU;SE;NORDESTE;LESTE SERGIPANO;ATIVA
43961319000196;2021-10-21;true;9609206;SERVICOS DE TATUAGEM E COLOCACAO DE PIERCING;SERVICOS DIVERSOS;SERVICOS;90230240;PORTO ALEGRE;RS;SUL;METROPOLITANA DE PORTO ALEGRE;ATIVA
46896211000155;2022-06-23;true;8599604;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;SERVICOS DE EDUCACAO;SERVICOS;13088118;CAMPINAS;SP;SUDESTE;CAMPINAS;ATIVA
44364721000156;2021-11-24;true;4722901;COMERCIO VAREJISTA DE CARNES ACOUGUES DISPENSADA;VAREJO;COMERCIO;73813820;FORMOSA;GO;CENTRO-OESTE;LESTE GOIANO;ATIVA
04540700000120;2001-06-05;true;8112500;CONDOMINIOS PREDIAIS;SERVICOS ADMINISTRATIVOS;SERVICOS;90670150;PORTO ALEGRE;RS;SUL;METROPOLITANA DE PORTO ALEGRE;ATIVA
15287357000170;2012-03-01;true;4321500;INSTALACAO E MANUTENCAO ELETRICA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;13486563;LIMEIRA;SP;SUDESTE;PIRACICABA;ATIVA
43517814000100;2021-09-14;true;5229099;OUTRAS ATIVIDADES AUXILIARES DOS TRANSPORTES TERRESTRES NAO ESPECIFICADAS ANTERIORMENTE;TRANSPORTE;SERVICOS;18274330;TATUI;SP;SUDESTE;ITAPETININGA;ATIVA
46976762000129;2022-06-30;true;4751201;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;VAREJO;COMERCIO;18618026;BOTUCATU;SP;SUDESTE;BAURU;ATIVA
26269270000196;2016-09-28;true;8211300;SERVICOS COMBINADOS DE ESCRITORIO E APOIO ADMINISTRATIVO;SERVICOS ADMINISTRATIVOS;SERVICOS;80540400;CURITIBA;PR;SUL;METROPOLITANA DE CURITIBA;ATIVA
18142470000155;1993-05-20;true;8800600;SERVICOS DE ASSISTENCIA SOCIAL SEM ALOJAMENTO;SERVICOS DE SAUDE;SERVICOS;86420970;CARLOPOLIS;PR;SUL;NORTE PIONEIRO PARANAENSE;ATIVA
17631739000102;2013-02-25;true;4759899;COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE;VAREJO;COMERCIO;68180470;ITAITUBA;PA;NORTE;SUDOESTE PARAENSE;ATIVA
33258036000129;2019-04-04;true;3600602;DISTRIBUICAO DE AGUA POR CAMINHOES;SERVICOS DE SANEAMENTO BASICO;SERVICOS;42600000;MADRE DE DEUS;BA;NORDESTE;METROPOLITANA DE SALVADOR;ATIVA
46069692000125;2022-04-19;true;8219999;PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE;SERVICOS ADMINISTRATIVOS;SERVICOS;04563010;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
32100606000195;2018-11-26;true;4771701;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS SEM MANIPULACAO DE FORMULAS;VAREJO;COMERCIO;58475000;QUEIMADAS;PB;NORDESTE;AGRESTE PARAIBANO;ATIVA
03344691000139;1999-08-10;true;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS MINIMERCADOS MERCEARIAS E ARMAZENS;VAREJO;COMERCIO;69415000;IRANDUBA;AM;NORTE;CENTRO AMAZONENSE;ATIVA
24646541000150;2016-04-22;true;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;57071142;MACEIO;AL;NORDESTE;LESTE ALAGOANO;ATIVA
17480970000134;2013-01-28;true;5611204;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS SEM ENTRETENIMENTO;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;36048682;JUIZ DE FORA;MG;SUDESTE;ZONA DA MATA;ATIVA
53719118000130;1986-01-20;true;6821802;CORRETAGEM NO ALUGUEL DE IMOVEIS;SERVICOS ADMINISTRATIVOS;SERVICOS;09010160;SANTO ANDRE;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
32020427000148;2018-11-14;true;1412601;CONFECCAO DE PECAS DE VESTUARIO EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA;BENS DE CONSUMO;INDUSTRIA;55195614;SANTA CRUZ DO CAPIBARIBE;PE;NORDESTE;AGRESTE PERNAMBUCANO;ATIVA
44655304000162;2021-12-21;true;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;55590000;IPOJUCA;PE;NORDESTE;METROPOLITANA DE RECIFE;ATIVA
42794270000161;2021-07-20;true;9602501;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;31655450;BELO HORIZONTE;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;ATIVA
38097988000121;2020-08-14;true;9001902;PRODUCAO MUSICAL;SERVICOS DIVERSOS;SERVICOS;09060020;SANTO ANDRE;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
34256656000191;2019-07-18;true;0151201;CRIACAO DE BOVINOS PARA CORTE;PRODUTOS DE AGROPECUARIA;AGROPECUARIA;17860000;PACAEMBU;SP;SUDESTE;PRESIDENTE PRUDENTE;ATIVA
26610788000141;2016-11-25;true;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;60810050;FORTALEZA;CE;NORDESTE;METROPOLITANA DE FORTALEZA;ATIVA
